event_id,event_name,event_timestamp,user_pseudo_id,user_id,session_id,page_location,page_title
388c1349-2f07-4d51-a4f3-8908fdbd7e4e,page_view,2024-11-08 16:21:34.479293,GA-d9f9ccc3-27df-46bf-ad1b-6753836fd7d4,,S-4ee8690a-4a5,https://vancubic.com/,Inicio - Vancubic
8ec0f7f2-146f-4233-bd0c-e1ac5f498fe2,page_view,2024-11-08 16:22:39.479293,GA-d9f9ccc3-27df-46bf-ad1b-6753836fd7d4,,S-4ee8690a-4a5,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
e0bc99b8-cc81-4f66-9c71-962fe3bcfda9,page_view,2024-11-08 16:25:09.479293,GA-d9f9ccc3-27df-46bf-ad1b-6753836fd7d4,,S-4ee8690a-4a5,https://vancubic.com/contacto,Contacto
fa401295-af78-418f-8431-611f399f0ba5,page_view,2024-11-18 07:08:27.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,,S-1c8a0976-e98,https://vancubic.com/,Inicio - Vancubic
482cc3c7-2c5a-4e19-b99d-5abcac5f8b3b,page_view,2024-11-18 07:11:17.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,,S-1c8a0976-e98,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
e8ebfab0-90f6-4015-bb61-1245c0c9fb0b,page_view,2024-11-18 07:14:02.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,,S-1c8a0976-e98,https://vancubic.com/,Inicio - Vancubic
0463383e-a09e-4220-8389-b9e9948aae9a,page_view,2024-11-18 07:16:20.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,,S-1c8a0976-e98,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
61520767-9b9d-43dd-ae51-3e4f725abfdf,page_view,2024-11-18 07:17:18.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,,S-1c8a0976-e98,https://vancubic.com/camperizaciones/cubic-pro,Cubic Pro - Módulo Completo
aae1f76f-1593-4ab9-9ac8-377a01a917d5,page_view,2024-11-18 07:19:01.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,,S-1c8a0976-e98,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
61d65ab9-5a87-43e6-9f0e-e3a4a6a4eaf2,page_view,2024-11-21 16:54:22.019132,GA-b553eab9-733d-4742-8d81-d6157805933e,,S-9c30dadc-284,https://vancubic.com/,Inicio - Vancubic
4b5551f5-d413-4775-9270-3b3a843c4209,page_view,2024-11-21 16:56:49.019132,GA-b553eab9-733d-4742-8d81-d6157805933e,,S-9c30dadc-284,https://vancubic.com/,Inicio - Vancubic
f59ebd56-aeee-46f3-a77e-29b3dcdcd4df,page_view,2024-11-21 16:57:35.019132,GA-b553eab9-733d-4742-8d81-d6157805933e,,S-9c30dadc-284,https://vancubic.com/camperizaciones/cubic-pro,Cubic Pro - Módulo Completo
75383a2e-c319-431d-b148-c6d772002124,page_view,2024-11-21 16:58:33.019132,GA-b553eab9-733d-4742-8d81-d6157805933e,,S-9c30dadc-284,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
a92a6c4a-2869-4420-9071-2f48e356f911,page_view,2024-11-23 17:22:21.448254,GA-6e4648d6-984a-4569-87ef-7a2804d558c2,,S-51040931-bd3,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
eda82817-f9c2-48ee-b429-0b27b545dcb7,page_view,2024-11-23 17:23:27.448254,GA-6e4648d6-984a-4569-87ef-7a2804d558c2,,S-51040931-bd3,https://vancubic.com/,Inicio - Vancubic
271d2e13-3229-44be-b8e7-1653aeef8be1,page_view,2024-11-23 17:25:11.448254,GA-6e4648d6-984a-4569-87ef-7a2804d558c2,,S-51040931-bd3,https://vancubic.com/mi-cuenta,Área Privada
cd530ab1-3d5c-4c11-898b-fe32d408963b,page_view,2024-11-23 17:27:30.448254,GA-6e4648d6-984a-4569-87ef-7a2804d558c2,,S-51040931-bd3,https://vancubic.com/registro,Registro de Usuario
51731f60-04f3-48bf-9c12-aace77337188,page_view,2024-11-23 17:28:00.448254,GA-6e4648d6-984a-4569-87ef-7a2804d558c2,,S-51040931-bd3,https://vancubic.com/login,Iniciar Sesión
17befac3-f018-47c4-a8c2-3be3c4561e0e,page_view,2024-11-23 17:30:00.448254,GA-6e4648d6-984a-4569-87ef-7a2804d558c2,,S-51040931-bd3,https://vancubic.com/camperizaciones/cubic-pro,Cubic Pro - Módulo Completo
bcc30e7f-e577-4c5e-b883-434cd08106bd,page_view,2024-11-24 07:08:27.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,U-520cd761,S-85daa00c-8c4,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
79e78543-398e-4721-b364-3df2af4b7437,page_view,2024-11-24 07:09:14.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,U-520cd761,S-85daa00c-8c4,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
b6bb7e75-0786-4a5b-8af4-1c63db4d1731,page_view,2024-11-24 07:11:58.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,U-520cd761,S-85daa00c-8c4,https://vancubic.com/mi-cuenta,Área Privada
e9befb03-36ce-4a70-8c5c-f74e2e5dbe71,page_view,2024-11-24 07:14:47.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,U-520cd761,S-85daa00c-8c4,https://vancubic.com/mi-cuenta,Área Privada
5908f905-1ecf-4123-b455-921249705d76,page_view,2024-11-24 07:17:26.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,U-520cd761,S-85daa00c-8c4,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
591e78ce-1ad7-45c3-9b4b-afd75cd5d952,page_view,2024-11-24 07:20:05.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,U-520cd761,S-85daa00c-8c4,https://vancubic.com/registro,Registro de Usuario
ee74a24b-af5c-48ab-9367-2cf610fd7e28,page_view,2024-11-24 07:22:56.646849,GA-42c129a4-3563-44fb-bc26-f8053201ab87,U-520cd761,S-85daa00c-8c4,https://vancubic.com/mi-cuenta,Área Privada
9f753e26-a24b-4190-93b8-76335980cf7d,page_view,2024-11-25 18:13:21.911402,GA-5838367e-a8ef-4a99-92a9-c927f4069e65,,S-250cea3d-03a,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
c32f2406-1eef-45b7-8f6d-dc9766a38284,page_view,2024-11-25 18:14:55.911402,GA-5838367e-a8ef-4a99-92a9-c927f4069e65,,S-250cea3d-03a,https://vancubic.com/,Inicio - Vancubic
eb34ff43-2533-4cc6-8742-c3900494d12f,page_view,2024-11-25 18:15:29.911402,GA-5838367e-a8ef-4a99-92a9-c927f4069e65,,S-250cea3d-03a,https://vancubic.com/mi-cuenta,Área Privada
39ba733c-ca64-4d27-ac54-19fd19d354b8,page_view,2024-11-25 18:17:30.911402,GA-5838367e-a8ef-4a99-92a9-c927f4069e65,,S-250cea3d-03a,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
d59df6bd-0ab2-46dd-b933-f59eb41a7ea5,page_view,2024-11-25 18:18:17.911402,GA-5838367e-a8ef-4a99-92a9-c927f4069e65,,S-250cea3d-03a,https://vancubic.com/configurador,Configurador de Furgo
e0aba6a2-fd05-4934-b97d-64e5cb487a1e,page_view,2024-11-26 08:52:45.847856,GA-91a1e0f5-5053-4983-9a5b-f51e85b153a6,,S-7de6f399-748,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
fcf60b8c-cdb1-452b-b13c-e509adf6d309,page_view,2024-11-26 08:53:41.847856,GA-91a1e0f5-5053-4983-9a5b-f51e85b153a6,,S-7de6f399-748,https://vancubic.com/mi-cuenta,Área Privada
32ce31a1-4f92-46ab-b5a1-975f1555f2c1,page_view,2024-11-26 08:56:39.847856,GA-91a1e0f5-5053-4983-9a5b-f51e85b153a6,,S-7de6f399-748,https://vancubic.com/mi-cuenta,Área Privada
39c8ad2c-6cdd-4ca0-abcc-2010f0b4a156,page_view,2024-11-28 18:37:31.158099,GA-2639667b-d652-414f-835f-6ba0dc143999,,S-de946d5a-6bf,https://vancubic.com/,Inicio - Vancubic
7096a2b6-abe3-497c-8b47-6873a77435be,page_view,2024-11-28 18:39:27.158099,GA-2639667b-d652-414f-835f-6ba0dc143999,,S-de946d5a-6bf,https://vancubic.com/configurador,Configurador de Furgo
faab6a42-5d33-495b-8b33-73afb1fbcfac,page_view,2024-11-28 18:40:41.158099,GA-2639667b-d652-414f-835f-6ba0dc143999,,S-de946d5a-6bf,https://vancubic.com/registro,Registro de Usuario
09e23d0f-99d3-4500-a2ec-abf19afd321c,page_view,2024-12-01 07:19:50.736840,GA-6a086891-301b-45d1-8b9c-6da45098a1b0,,S-74cf03d4-cba,https://vancubic.com/blog/mejores-furgonetas-2024,Blog - Mejores Furgonetas
6a00b45e-80ad-45ba-a7d4-4f7e6b0742b0,page_view,2024-12-01 07:22:17.736840,GA-6a086891-301b-45d1-8b9c-6da45098a1b0,,S-74cf03d4-cba,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
c43080e1-db38-41c9-b1c7-d904ce9da77d,page_view,2024-12-01 07:22:56.736840,GA-6a086891-301b-45d1-8b9c-6da45098a1b0,,S-74cf03d4-cba,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
89bd3516-1ef0-489b-9f63-d0df6544894b,page_view,2024-12-01 07:24:41.736840,GA-6a086891-301b-45d1-8b9c-6da45098a1b0,,S-74cf03d4-cba,https://vancubic.com/nosotros,Sobre Nosotros - Vancubic
e864491f-c406-4ff0-8be9-59de9a59ef0c,page_view,2024-12-01 07:26:02.736840,GA-6a086891-301b-45d1-8b9c-6da45098a1b0,,S-74cf03d4-cba,https://vancubic.com/checkout/confirmacion,Pedido Confirmado
e62666e1-7d85-4cb1-9689-74fbc6b200b8,page_view,2024-12-01 08:00:44.457002,GA-ad8f7847-7310-49fe-8ec5-2824583b1924,,S-64b0c633-191,https://vancubic.com/,Inicio - Vancubic
6a31148e-4b42-4fa3-a253-89df9886f97f,page_view,2024-12-01 08:03:25.457002,GA-ad8f7847-7310-49fe-8ec5-2824583b1924,,S-64b0c633-191,https://vancubic.com/configurador,Configurador de Furgo
18d5be8b-8fab-4b21-a1ab-db2e2a6ccc07,page_view,2024-12-01 08:05:36.457002,GA-ad8f7847-7310-49fe-8ec5-2824583b1924,,S-64b0c633-191,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
82500e33-23fa-40b9-9e0d-9c40c31389d8,page_view,2024-12-02 22:42:27.857362,GA-49c4181c-3360-4c3e-a7e6-0b308739b319,,S-68256927-d4a,https://vancubic.com/camperizaciones/cubic-basic,Cubic Basic - Kit Camper
44092c40-3ce5-455f-a5e2-dc371b3bef31,page_view,2024-12-02 22:44:28.857362,GA-49c4181c-3360-4c3e-a7e6-0b308739b319,,S-68256927-d4a,https://vancubic.com/,Inicio - Vancubic
83e51fa8-876f-4635-b0f0-2f5a337ee634,page_view,2024-12-02 22:45:10.857362,GA-49c4181c-3360-4c3e-a7e6-0b308739b319,,S-68256927-d4a,https://vancubic.com/mi-cuenta,Área Privada
0cfda766-3171-48c7-a1ee-4a1e425b0687,page_view,2024-12-02 22:47:04.857362,GA-49c4181c-3360-4c3e-a7e6-0b308739b319,,S-68256927-d4a,https://vancubic.com/camperizaciones/cubic-pro,Cubic Pro - Módulo Completo
9bf05e58-f5d2-4161-b9b9-f5d68eca8da4,page_view,2024-12-02 22:48:43.857362,GA-49c4181c-3360-4c3e-a7e6-0b308739b319,,S-68256927-d4a,https://vancubic.com/camperizaciones/accesorios,Accesorios Camper
